#lenk          enk(meV)       PAM  Sxy            Syz            Szx
   0.3171622942  14.3207954624  0.0   0.0026695334  -0.0074577539  -0.0043057366
   0.3358188998  14.3216878261  0.0   0.0168725589  -0.0066199845  -0.0038220502
   0.3544755053  14.3233468823  0.0   0.0325411324  -0.0050096062  -0.0028922979
   0.3731321108  14.3259393720  0.0   0.0496468415  -0.0024905441  -0.0014379167
   0.3917887164  14.3296548333  0.0   0.0681376219   0.0010658238   0.0000000000
   0.4104453219  14.3347104639  0.0   0.0879382926   0.0057736031   0.0033333910
   0.4291019275  14.3413587892  0.0   0.1089507611   0.0117225340   0.0067680079
   0.4477585330  14.3498996947  0.0   0.1310531928   0.0189627442   0.0109481452
   0.4664151386  14.3606989215  0.0   0.1540973200   0.0274783266   0.0158646191
   0.4850717441  14.3742154385  0.0   0.1779040463   0.0371364429   0.0214407351
   0.5037283496  14.3910390249  0.0   0.2022632190   0.0475789196   0.0274697019
   0.5223849552  14.4119323025  0.0   0.2269679009   0.0579632311   0.0334650870
   0.5410415607  14.4378368136  0.0   0.2520132243   0.0662326990   0.0382394666
   0.5596981663  14.4696007563  0.0   0.2784766830   0.0664408034   0.0383596160
   0.5783547718  14.5051076471  0.0   0.3085179777   0.0353627093   0.0204166703
   0.5970113773  14.5001962640  0.0   0.1623118196   0.0458738126   0.0264852594
   0.6156679829  14.4244561749  0.0   0.0265297202   0.1128639576   0.0651620376
   0.6343245884  14.3513858093  0.0  -0.0178650798   0.1001296623   0.0578098887
   0.6529811940  14.2941310628  0.0  -0.0412371847   0.0707823770   0.0408662256
   0.6716377995  14.2543735696  0.0  -0.0489919195   0.0420495356   0.0242773117
   0.6902944051  14.2299515476  0.0  -0.0420568625   0.0209156801   0.0120756743
   0.7089510106  14.2172706861  0.0  -0.0239337619   0.0080088119   0.0046238901
   0.7276076161  14.2134047749  0.0   0.0000000000   0.0000000000   0.0000000000
   0.7276076161  14.2134047749  0.0   0.0000000000   0.0000000000   0.0000000000
   0.7383790123  14.2115551094  0.0   0.0000000000  -0.0113303693   0.0196247798
   0.7491504084  14.2060425962  0.0   0.0000000000  -0.0225521037   0.0390613934
   0.7599218046  14.1969754156  0.0   0.0000000000  -0.0335598093   0.0581272981
   0.7706932007  14.1845297654  0.0   0.0000000000  -0.0442540788   0.0766503156
   0.7814645968  14.1689441129  0.0   0.0000000000  -0.0545433136   0.0944717921
   0.7922359930  14.1505118803  0.0   0.0000000000  -0.0643443921   0.1114477570
   0.8030073891  14.1295731202  0.0   0.0000000000  -0.0735821444   0.1274480125
   0.8137787852  14.1065057044  0.0   0.0000000000  -0.0821877844   0.1423534171
   0.8245501814  14.0817164400  0.0   0.0000000000  -0.0900966018   0.1560518897
   0.8353215775  14.0556323785  0.0   0.0000000000  -0.0972453186   0.1684338292
   0.8460929736  14.0286924318  0.0   0.0000000000  -0.1035695548   0.1793877265
   0.8568643698  14.0013392896  0.0   0.0000000000  -0.1090018456   0.1887967291
   0.8676357659  13.9740115732  0.0   0.0000000000  -0.1134705917   0.1965368229
   0.8784071620  13.9471361667  0.0   0.0000000000  -0.1169002114   0.2024770970
   0.8891785582  13.9211207514  0.0   0.0000000000  -0.1192125918   0.2064822555
   0.8999499543  13.8963467004  0.0   0.0000000000  -0.1203297059   0.2084171516
   0.9107213505  13.8731626453  0.0   0.0000000000  -0.1201770169   0.2081526839
   0.9214927466  13.8518791495  0.0   0.0000000000  -0.1186870761   0.2055720273
   0.9322641427  13.8327649653  0.0   0.0000000000  -0.1158026189   0.2005759965
   0.9430355389  13.8160452772  0.0   0.0000000000  -0.1114785349   0.1930864579
   0.9538069350  13.8019021369  0.0   0.0000000000  -0.1056823383   0.1830471440
   0.9645783311  13.7904770122  0.0   0.0000000000  -0.0983931447   0.1704218816
   0.9753497273  13.7818750626  0.0   0.0000000000  -0.0895995579   0.1551909315
   0.9861211234  13.7761704946  0.0   0.0000000000  -0.0792971671   0.1373466535
   0.9968925195  13.7734121919  0.0   0.0000000000  -0.0674864794   0.1168899251
   1.0076639157  13.7736287742  0.0   0.0000000000  -0.0541720494   0.0938286347
   1.0184353118  13.7768323081  0.0   0.0000000000  -0.0393633725   0.0681792274
   1.0292067080  13.7830200356  0.0   0.0000000000  -0.0230778367   0.0399718188
   1.0399781041  13.7921736718  0.0   0.0000000000  -0.0053457594   0.0092589185
   1.0507495002  13.8042560300  0.0   0.0000000000   0.0137827185  -0.0238726298
   1.0615208964  13.8192049715  0.0   0.0000000000   0.0342293211  -0.0592872521
   1.0722922925  13.8369249471  0.0   0.0000000000   0.0558785334  -0.0967848771
   1.0830636886  13.8572767269  0.0   0.0000000000   0.0785684897  -0.1360851553
   1.0938350848  13.8800663101  0.0   0.0000000000   0.1020827631  -0.1768132427
   1.1046064809  13.9050344312  0.0   0.0000000000   0.1261440588  -0.2184888879
   1.1153778770  13.9318484903  0.0   0.0000000000   0.1504108666  -0.2605206630
   1.1261492732  13.9600990105  0.0   0.0000000000   0.1744781392  -0.3022072636
   1.1369206693  13.9893027343  0.0   0.0000000000   0.1978828523  -0.3427479930
   1.1476920654  14.0189139649  0.0   0.0015427612  -0.2209851656  -0.3806144372
   1.1476920654  14.0189139649  0.0   0.0015427612  -0.2209851656  -0.3806144372
   1.1692348577  13.9645765197  0.0   0.0000000000  -0.1798607773  -0.3115279628
   1.1907776500  13.9223270279  0.0   0.0000000000  -0.1321613415  -0.2289101176
   1.2123204423  13.8960840820  0.0   0.0000000000  -0.0775515146  -0.1343231228
   1.2338632345  13.8900880175  0.0   0.0000000000  -0.0180368834  -0.0312407587
   1.2554060268  13.9080471669  0.0   0.0000000000   0.0425376911   0.0736774795
   1.2769488191  13.9519822665  0.0   0.0000000000   0.0991585062   0.1717476042
   1.2984916114  14.0213827426  0.0   0.0000000000   0.1473577813   0.2552311925
   1.3200344036  14.1132479626  0.0   0.0000000000   0.1847438054   0.3199856795
   1.3415771959  14.2229232229  0.0   0.0000000000   0.2112087917   0.3658243592
   1.3631199882  14.2451049662  0.0   0.0000000000   0.1385863173   0.2400385252
   1.3846627804  14.2429847360  0.0   0.0000000000   0.1105538738   0.1914849139
   1.4062055727  14.2413060604  0.0   0.0000000000   0.0858456645   0.1486890432
   1.4277483650  14.2403761557  0.0   0.0000000000   0.0646253674   0.1119344127
   1.4492911573  14.2403374077  0.0   0.0000000000   0.0468141348   0.0810844545
   1.4708339495  14.2412316609  0.0   0.0000000000   0.0321887855   0.0557526080
   1.4923767418  14.2430414227  0.0   0.0000000000   0.0204486077   0.0354180248
   1.5139195341  14.2457142307  0.0   0.0000000000   0.0112588828   0.0195009554
   1.5354623263  14.2491760268  0.0   0.0000000000   0.0042782972   0.0074102272
   1.5570051186  14.2533380782  0.0   0.0000000000   0.0000000000  -0.0014277882
   1.5785479109  14.2581006160  0.0   0.0000000000  -0.0043602444  -0.0075521647
   1.6000907032  14.2633551996  0.0   0.0000000000  -0.0066152935  -0.0114580238
   1.6216334954  14.2689869422  0.0   0.0000000000  -0.0078473174  -0.0135919516
   1.6431762877  14.2748771099  0.0   0.0000000000  -0.0082852437  -0.0143504620
   1.6647190800  14.2809061984  0.0   0.0000000000  -0.0081293170  -0.0140803888
   1.6862618722  14.2869573453  0.0   0.0000000000  -0.0075520294  -0.0130804973
   1.7078046645  14.2929198082  0.0   0.0000000000  -0.0066994903  -0.0116038563
   1.7293474568  14.2986922044  0.0   0.0000000000  -0.0056930614  -0.0098606703
   1.7508902491  14.3041852249  0.0   0.0000000000  -0.0046311411  -0.0080213704
   1.7724330413  14.3093235984  0.0   0.0000000000  -0.0035910209  -0.0062198294
   1.7939758336  14.3140471595  0.0   0.0000000000  -0.0026307643  -0.0045566164
   1.8155186259  14.3183109638  0.0   0.0000000000  -0.0017910757  -0.0031022331
   1.8370614182  14.3220844804  0.0   0.0000000000  -0.0010971428  -0.0019003062
   1.8586042104  14.3253499685  0.0   0.0000000000   0.0000000000   0.0000000000
   1.8801470027  14.3281002127  0.0   0.0000000000   0.0000000000   0.0000000000
   1.9016897950  14.3303358341  0.0   0.0000000000   0.0000000000   0.0000000000
   1.9232325872  14.3320624277  0.0   0.0000000000   0.0000000000   0.0000000000
   1.9447753795  14.3332877800  0.0   0.0000000000   0.0000000000   0.0000000000
   1.9663181718  14.3340194104  0.0   0.0000000000   0.0000000000   0.0000000000
   1.9878609641  14.3342626455  0.0   0.0000000000   0.0000000000   0.0000000000
   1.9878609641  14.3342626455  0.0   0.0000000000   0.0000000000   0.0000000000
   2.0020177953  14.2402381954 -1.0   0.4024814834   0.0000000000   0.0000000000
   2.0161746265  14.1532749503 -1.0   0.4033663547   0.0000000000   0.0000000000
   2.0303314577  14.0735892559 -1.0   0.4034745219   0.0000000000   0.0000000000
   2.0444882889  14.0013565969 -1.0   0.4027484339   0.0000000000   0.0000000000
   2.0586451202  13.9367130955 -1.0   0.4011330805   0.0000000000   0.0000000000
   2.0728019514  13.8797573290 -1.0   0.3985769767   0.0000000000   0.0000000000
   2.0869587826  13.8305525010 -1.0   0.3950330561   0.0000000000   0.0000000000
   2.1011156138  13.7891289724 -1.0   0.3904594559   0.0000000000   0.0000000000
   2.1152724451  13.7554871255 -1.0   0.3848201861   0.0000000000   0.0000000000
   2.1294292763  13.7296005087 -1.0   0.3780856845   0.0000000000   0.0000000000
   2.1435861075  13.7114191778 -1.0   0.3702332685   0.0000000000   0.0000000000
   2.1577429387  13.7008731316 -1.0   0.3612475046   0.0000000000   0.0000000000
   2.1718997699  13.6978757161 -1.0   0.3511205238   0.0000000000   0.0000000000
   2.1860566012  13.7023268590 -1.0   0.3398523183   0.0000000000   0.0000000000
   2.2002134324  13.7141159857 -1.0   0.3274510581   0.0000000000   0.0000000000
   2.2143702636  13.7331244618 -1.0   0.3139334681   0.0000000000   0.0000000000
   2.2285270948  13.7592274018 -1.0   0.2993253028   0.0000000000   0.0000000000
   2.2426839261  13.7922946803 -1.0   0.2836619563   0.0000000000   0.0000000000
   2.2568407573  13.8321909770 -1.0   0.2669892392   0.0000000000   0.0000000000
   2.2709975885  13.8787746718 -1.0   0.2493643515   0.0000000000   0.0000000000
   2.2851544197  13.9318953860 -1.0   0.2308570867   0.0000000000   0.0000000000
   2.2993112509  13.9913899206 -1.0   0.2115513052   0.0000000000   0.0000000000
   2.3134680822  14.0570762777 -1.0   0.1915467467   0.0000000000   0.0000000000
   2.3276249134  14.1287453319 -1.0   0.1709612854   0.0000000000   0.0000000000
   2.3417817446  14.2061495464 -1.0   0.1499338136   0.0000000000   0.0000000000
   2.3559385758  14.2889878499 -1.0   0.1286280486   0.0000000000   0.0000000000
   2.3700954071  14.3768853736 -1.0   0.1072377372   0.0000000000   0.0000000000
   2.3842522383  14.4693661248 -1.0   0.0859939808   0.0000000000   0.0000000000
   2.3984090695  14.5658157696 -1.0   0.0651757298   0.0000000000   0.0000000000
   2.4125659007  14.6654304514 -1.0   0.0451248491   0.0000000000   0.0000000000
   2.4267227319  14.7671460307 -1.0   0.0262673161   0.0000000000   0.0000000000
   2.4408795632  14.8695407379 -1.0   0.0091413936   0.0000000000   0.0000000000
   2.4550363944  14.9707045272 -1.0  -0.0055697907   0.0000000000   0.0000000000
   2.4691932256  15.0680747564 -1.0  -0.0170141029   0.0000000000   0.0000000000
   2.4833500568  15.1582601425 -1.0  -0.0241920509   0.0000000000   0.0000000000
   2.4975068881  15.2369304074 -1.0  -0.0261052300   0.0000000000   0.0000000000
   2.5116637193  15.2989482422 -1.0  -0.0221477664   0.0000000000   0.0000000000
   2.5258205505  15.3390070925 -1.0  -0.0127624104   0.0000000000   0.0000000000
   2.5399773817  15.3529029882  0.0   0.0000000000   0.0000000000   0.0000000000
   2.5399773817  15.3529029882  0.0   0.0000000000   0.0000000000   0.0000000000
   2.5586339873  15.3664207806  0.0   0.0000000000   0.0141530002   0.0081712360
   2.5772905928  15.4048427022  0.0   0.0045548633   0.0305219456   0.0176218483
   2.5959471983  15.4607865894  0.0   0.0162608067   0.0489688225   0.0282721541
   2.6146038039  15.5180747166  0.0   0.0390078835   0.0587109633   0.0338967778
   2.6332604094  15.5486010063  0.0   0.0642591684   0.0271825997   0.0156938669
   2.6519170150  15.5297249577  0.0   0.0709592176  -0.0509103149  -0.0293930955
   2.6705736205  15.4702038510  0.0   0.0625081882  -0.1214852471  -0.0701395471
   2.6892302261  15.3902074735  0.0   0.0525815437  -0.1630141765  -0.0941162823
   2.7078868316  15.3020983498  0.0   0.0457771542  -0.1828684117  -0.1055791282
   2.7265434371  15.2117819481  0.0   0.0425979296  -0.1896719247  -0.1095071371
   2.7452000427  15.1221726421  0.0   0.0428131910  -0.1888650804  -0.1090413046
   2.7638566482  15.0349053523  0.0   0.0462093788  -0.1836757504  -0.1060452433
   2.7825132538  14.9510768502  0.0   0.0526843893  -0.1760885078  -0.1016647467
   2.8011698593  14.8715792519  0.0   0.0622205580  -0.1674076287  -0.0966528391
   2.8198264649  14.7972563096  0.0   0.0748362051  -0.1585710143  -0.0915510178
   2.8384830704  14.7289705436  0.0   0.0905255297  -0.1503315000  -0.0867939325
   2.8571396759  14.6676116051  0.0   0.1091814049  -0.1433619323  -0.0827700512
   2.8757962815  14.6140516210  0.0   0.1304988731  -0.1383041330  -0.0798499300
   2.8944528870  14.5690449558  0.0   0.1538705372  -0.1357615186  -0.0783819514
   2.9131094926  14.5330754316  0.0   0.1783070403  -0.1362283888  -0.0786514996
   2.9317660981  14.5061746940  0.0   0.2024368808  -0.1399607371  -0.0808063723
   2.9504227037  14.4877655962  0.0   0.2246364583  -0.1468258909  -0.0847699710
   2.9690793092  14.4766044318  0.0   0.2432906963  -0.1562041140  -0.0901844908
   2.9877359147  14.4708786518  0.0   0.2571017092  -0.1670162751  -0.0964268951
   3.0063925203  14.4684559998  0.0   0.2653136749  -0.1778946928  -0.1027075525
   3.0250491258  14.4672109353  0.0   0.2677623821  -0.1874332312  -0.1082146301
   3.0437057314  14.4653247312  0.0   0.2647591452  -0.1944147394  -0.1122454056
   3.0623623369  14.4614830426  0.0   0.2568949050  -0.1979444626  -0.1142832921
   3.0810189424  14.4549500084  0.0   0.2448551828  -0.1974792267  -0.1140146877
   3.0996755480  14.4455421233  0.0   0.2292947406  -0.1927852528  -0.1113046204
   3.1183321535  14.4335417061  0.0   0.2107776038  -0.1838669963  -0.1061556623
   3.1369887591  14.4195850421  0.0   0.1897655475  -0.1708979055  -0.0986679540
   3.1556453646  14.4045473889  0.0   0.1666340987  -0.1541679409  -0.0890089041
   3.1743019702  14.3894352255  0.0   0.1416997313  -0.1340506452  -0.0773941777
   3.1929585757  14.3752888144  0.0   0.1152480196  -0.1109859994  -0.0640777979
   3.2116151812  14.3630951987  0.0   0.0875571321  -0.0854727832  -0.0493477353
   3.2302717868  14.3537117257  0.0   0.0589139298  -0.0580640603  -0.0335233015
   3.2489283923  14.3478015107  0.0   0.0296217176  -0.0293607123  -0.0169514155
   3.2675849979  14.3457836349  0.0   0.0000000000   0.0000000000   0.0000000000
   3.2675849979  14.3457836349  0.0   0.0000000000   0.0000000000   0.0000000000
   3.2783563940  14.3494925530  0.0   0.0000000000  -0.0017054172   0.0029536308
   3.2891277901  14.3606106162  0.0   0.0000000000  -0.0033931320   0.0058768398
   3.2998991863  14.3791116485  0.0   0.0000000000  -0.0050459493   0.0087396067
   3.3106705824  14.4049516908  0.0   0.0000000000  -0.0066471618   0.0115129932
   3.3214419785  14.4380685311  0.0   0.0000000000  -0.0081809218   0.0141695505
   3.3322133747  14.4783810997  0.0   0.0000000000  -0.0096324810   0.0166837333
   3.3429847708  14.5257887800  0.0   0.0000000000  -0.0109883914   0.0190322487
   3.3537561670  14.5801706862  0.0   0.0000000000  -0.0122366618   0.0211943274
   3.3645275631  14.6413849618  0.0   0.0000000000  -0.0133668654   0.0231519091
   3.3752989592  14.7092681507  0.0   0.0000000000  -0.0143701945   0.0248897383
   3.3860703554  14.7836346784  0.0   0.0000000000  -0.0152394622   0.0263953667
   3.3968417515  14.8642764754  0.0   0.0000000000  -0.0159690515   0.0276590651
   3.4076131476  14.9509627529  0.0   0.0000000000  -0.0165548134   0.0286736472
   3.4183845438  15.0434399321  0.0   0.0000000000  -0.0169939170   0.0294342094
   3.4291559399  15.1414317049  0.0   0.0000000000  -0.0172846543   0.0299377935
   3.4399273360  15.2446391929  0.0   0.0000000000  -0.0174262025   0.0301829739
   3.4506987322  15.3527411516  0.0   0.0000000000  -0.0174183440   0.0301693740
   3.4614701283  15.4653941544  0.0   0.0000000000  -0.0172611443   0.0298971070
   3.4722415245  15.5822326736  0.0   0.0000000000  -0.0169545820   0.0293661360
   3.4830129206  15.7028689572  0.0   0.0000000000  -0.0164981241   0.0285755377
   3.4937843167  15.8268925807  0.0   0.0000000000  -0.0158902317   0.0275226467
   3.5045557129  15.9538695237  0.0   0.0000000000  -0.0151277767   0.0262020450
   3.5153271090  16.0833405835  0.0   0.0000000000  -0.0142053398   0.0246043460
   3.5260985051  16.2148188807  0.0   0.0000000000  -0.0131143514   0.0227147068
   3.5368699013  16.3477861366  0.0   0.0000000000  -0.0118420233   0.0205109778
   3.5476412974  16.4816872919  0.0   0.0000000000  -0.0103700062   0.0179613770
   3.5584126935  16.6159228830  0.0   0.0000000000  -0.0086726935   0.0150215525
   3.5691840897  16.7498383920  0.0   0.0000000000  -0.0067150887   0.0116308883
   3.5799554858  16.8827095281  0.0   0.0000000000  -0.0044501686   0.0077079384
   3.5907268819  17.0137221147  0.0   0.0000000000  -0.0018157566   0.0031450090
   3.6014982781  17.1419450320  0.0   0.0000000000   0.0012688710  -0.0021977169
   3.6122696742  17.2662947688  0.0   0.0000000000   0.0049059126  -0.0084972530
   3.6230410704  17.3854911654  0.0   0.0000000000   0.0092197172  -0.0159689781
   3.6338124665  17.4980071922  0.0   0.0000000000   0.0143514250  -0.0248573545
   3.6445838626  17.6020234055  0.0   0.0000000000   0.0204406869  -0.0354042656
   3.6553552588  17.6954129846  0.0   0.0000000000   0.0275845085  -0.0477777290
   3.6661266549  17.7758060762  0.0   0.0000000000   0.0357653319  -0.0619473283
   3.6768980510  17.8407998163  0.0   0.0000000000   0.0447586375  -0.0775241446
   3.6876694472  17.8883549851  0.0  -0.1366562208   0.0337983021  -0.0094952516
   3.6876694472  17.8883549851  0.0  -0.1366562208   0.0337983021  -0.0094952516
   3.7092122394  17.8079565740  0.0   0.0000000000  -0.0442899137  -0.0767124698
   3.7307550317  17.7200225659  0.0   0.0000000000  -0.0346705335  -0.0600511645
   3.7522978240  17.6243758091  0.0   0.0000000000  -0.0252938507  -0.0438102627
   3.7738406163  17.5208985823  0.0   0.0000000000  -0.0162204602  -0.0280946874
   3.7953834085  17.4095518460  0.0   0.0000000000  -0.0074924918  -0.0129774031
   3.8169262008  17.2903976490  0.0   0.0000000000   0.0000000000   0.0014967378
   3.8384689931  17.1636264367  0.0   0.0000000000   0.0088370333   0.0153061651
   3.8600117853  17.0295916367  0.0   0.0000000000   0.0164233158   0.0284459946
   3.8815545776  16.8888545822  0.0   0.0000000000   0.0236243598   0.0409185724
   3.9030973699  16.7422431614  0.0   0.0000000000   0.0304377573   0.0527197266
   3.9246401622  16.5909270589  0.0   0.0000000000   0.0368459508   0.0638190466
   3.9461829544  16.4365101586  0.0   0.0000000000   0.0428005473   0.0741327129
   3.9677257467  16.2811350473  0.0   0.0000000000   0.0482023316   0.0834888798
   3.9892685390  16.1275833245  0.0   0.0000000000   0.0528794409   0.0915898727
   4.0108113313  15.9793363256  0.0   0.0000000000   0.0565713880   0.0979845147
   4.0323541235  15.8405347865  0.0   0.0000000000   0.0589349169   0.1020782688
   4.0538969158  15.7157540735  0.0   0.0000000000   0.0595951759   0.1032218733
   4.0754397081  15.6095236004  0.0   0.0000000000   0.0582600352   0.1009093442
   4.0969825003  15.5256058340  0.0   0.0000000000   0.0548799183   0.0950548123
   4.1185252926  15.4662141805  0.0   0.0000000000   0.0497766061   0.0862156183
   4.1400680849  15.4314868077  0.0   0.0000000000   0.0436400011   0.0755867082
   4.1616108772  15.4194798861  0.0   0.0000000000   0.0373630886   0.0647147775
   4.1831536694  15.4266771859  0.0   0.0000000000   0.0318057954   0.0550892632
   4.2046964617  15.4487481255  0.0   0.0000000000   0.0276197253   0.0478387761
   4.2262392540  15.4812355459  0.0   0.0000000000   0.0251950157   0.0436390542
   4.2477820462  15.5199922695  0.0   0.0000000000   0.0247019547   0.0427850454
   4.2693248385  15.5613457387  0.0   0.0000000000   0.0261677213   0.0453238262
   4.2908676308  15.6020501206  0.0   0.0000000000   0.0295416779   0.0511676920
   4.3124104231  15.6390876785  0.0   0.0000000000   0.0347201892   0.0601371461
   4.3339532153  15.6693481317  0.0   0.0000000000   0.0414978717   0.0718764583
   4.3554960076  15.6891911505  0.0   0.0000000000   0.0493746071   0.0855193865
   4.3770387999  15.6939710741  0.0   0.0000000000   0.0570967345   0.0988945043
   4.3985815921  15.6780240354  0.0   0.0000000000   0.0619807315   0.1073538196
   4.4201243844  15.6366250669  0.0   0.0000000000   0.0601829116   0.1042398854
   4.4416671767  15.5711973724  0.0   0.0000000000   0.0500634760   0.0867124942
   4.4632099690  15.4934079450  0.0   0.0000000000   0.0352815076   0.0611093658
   4.4847527612  15.4211809029  0.0   0.0000000000   0.0210436310   0.0364486370
   4.5062955535  15.3708558915  0.0   0.0000000000   0.0095267873   0.0165008784
   4.5278383458  15.3529029882  0.0   0.0000000000   0.0000000000   0.0000000000
   4.5278383458  14.3457836349  0.0   0.0000000000   0.0000000000   0.0000000000
   4.5419951770  14.3389988567  0.0  -0.0051198257  -0.0558485609  -0.0322441816
   4.5561520082  14.3190519186  0.0  -0.0095526997  -0.1102839084  -0.0636724441
   4.5703088394  14.2871272980  0.0  -0.0126816454  -0.1619940806  -0.0935273259
   4.5844656707  14.2450826701  0.0  -0.0140127395  -0.2098306677  -0.1211457923
   4.5986225019  14.1953035645  0.0  -0.0132026634  -0.2528156382  -0.1459631765
   4.6127793331  14.1405431151  0.0  -0.0100648440  -0.2901029494  -0.1674910156
   4.6269361643  14.0837648286  0.0  -0.0045648238  -0.3209260077  -0.1852867165
   4.6410929956  14.0279936045  0.0   0.0031851127  -0.3445674685  -0.1989361202
   4.6552498268  13.9761710100  0.0   0.0129283915  -0.3603798545  -0.2080654055
   4.6694066580  13.9310093966  0.0   0.0242679818  -0.3678668253  -0.2123880100
   4.6835634892  13.8948461685  0.0   0.0366811655  -0.3668086949  -0.2117770980
   4.6977203204  13.8695106613  0.0   0.0495538269  -0.3573891950  -0.2063387471
   4.7118771517  13.8562249189  0.0   0.0622348078  -0.3402675147  -0.1964535403
   4.7260339829  13.8555593739  0.0   0.0740995785  -0.3165535971  -0.1827623035
   4.7401908141  13.8674528889  0.0   0.0846053447  -0.2876835691  -0.1660941850
   4.7543476453  13.8912888996  0.0   0.0933220816  -0.2552341420  -0.1473594994
   4.7685044766  13.9260046602  0.0   0.0999342192  -0.2207341804  -0.1274409372
   4.7826613078  13.9702053386  0.0   0.1042188027  -0.1855205421  -0.1071103336
   4.7968181390  14.0222588402  0.0   0.1060120242  -0.1506570992  -0.0869819154
   4.8109749702  14.0803557954  0.0   0.1051763861  -0.1169097439  -0.0674978706
   4.8251318014  14.1425267480  0.0   0.1015788407  -0.0847564406  -0.0489341522
   4.8392886327  14.2066122772  0.0   0.0950905478  -0.0544094278  -0.0314132961
   4.8534454639  14.2701815287  0.0   0.0856257357  -0.0258314113  -0.0149137704
   4.8676022951  14.3303931220  0.0   0.0732556184   0.0012637684   0.0000000000
   4.8817591263  14.3837979054  0.0   0.0584684028   0.0274178849   0.0158297254
   4.8959159576  14.4261191922  0.0   0.0426868216   0.0533876807   0.0308233942
   4.9100727888  14.4521702842  0.0   0.0291000920   0.0798916563   0.0461254716
   4.9242296200  14.4563545110  0.0   0.0233825591   0.1068454167   0.0616872324
   4.9383864512  14.4344721530  0.0   0.0326987448   0.1320702771   0.0762508118
   4.9525432824  14.3868922279  0.0   0.0614719342   0.1507986030   0.0870636149
   4.9667001137  14.3209532579  0.0   0.1070739445   0.1577826321   0.0910958448
   4.9808569449  14.2499118190  0.0   0.1606925793   0.1504446075   0.0868592330
   4.9950137761  14.1890154904  0.0   0.2107565134   0.1301042517   0.0751157218
   5.0091706073  14.1507974140  0.0   0.2448180566   0.1016797136   0.0587048063
   5.0233274386  14.1405786301  0.0   0.2524698284   0.0720877265   0.0416198643
   5.0374842698  14.1542163964  0.0   0.2291415436   0.0467797598   0.0270083033
   5.0516411010  14.1801125323  0.0   0.1756603273   0.0273649380   0.0157991516
   5.0657979322  14.2038730677  0.0   0.0961044576   0.0125312473   0.0072349175
   5.0799547634  14.2134047749  0.0   0.0000000000   0.0000000000   0.0000000000
   5.0799547634  14.0189139649  0.0   0.0015427612  -0.2209851656  -0.3806144372
   5.0941115947  13.7817190959 -1.0   0.0899265770   0.0000000000   0.0000000000
   5.1082684259  13.5653472755 -1.0   0.1297346300   0.0000000000   0.0000000000
   5.1224252571  13.3898771337 -1.0   0.1913987411   0.0000000000   0.0000000000
   5.1365820883  13.2943539665 -1.0   0.2670870617   0.0000000000   0.0000000000
   5.1507389196  13.3160948294 -1.0   0.3102886755   0.0000000000   0.0000000000
   5.1648957508  13.4381136030 -1.0   0.3071542939   0.0000000000   0.0000000000
   5.1790525820  13.6159235052 -1.0   0.2876853168   0.0000000000   0.0000000000
   5.1932094132  13.8214380860 -1.0   0.2672485358   0.0000000000   0.0000000000
   5.2073662444  14.0415839350 -1.0   0.2490511242   0.0000000000   0.0000000000
   5.2215230757  14.2701572051 -1.0   0.2331632767   0.0000000000   0.0000000000
   5.2356799069  14.5038847711 -1.0   0.2191415619   0.0000000000   0.0000000000
   5.2498367381  14.7408185542 -1.0   0.2065679395   0.0000000000   0.0000000000
   5.2639935693  14.9796548180 -1.0   0.1951250885   0.0000000000   0.0000000000
   5.2781504006  14.8146459393  0.0   0.6608202180   0.0000000000   0.0000000000
   5.2923072318  14.6089595601  0.0   0.6407905375   0.0000000000   0.0000000000
   5.3064640630  14.4057590803  0.0   0.6091915717   0.0000000000   0.0000000000
   5.3206208942  14.2093502605  0.0   0.5594186952   0.0000000000   0.0000000000
   5.3347777254  14.0278999766  0.0   0.4784648451   0.0000000000   0.0000000000
   5.3489345567  13.8784217940  0.0   0.3436759877   0.0000000000   0.0000000000
   5.3630913879  13.7947942033  0.0   0.1406226492   0.0000000000   0.0000000000
   5.3772482191  13.8189275962  0.0  -0.0608686910   0.0000000000   0.0000000000
   5.3914050503  13.9508918093  0.0  -0.1620625595   0.0000000000   0.0000000000
   5.4055618816  14.1488140082  0.0  -0.1889572049   0.0000000000   0.0000000000
   5.4197187128  14.3787079816  0.0  -0.1899107814   0.0000000000   0.0000000000
   5.4338755440  14.6234190509  0.0  -0.1844113780   0.0000000000   0.0000000000
   5.4480323752  14.8746869410  0.0  -0.1781828163   0.0000000000   0.0000000000
   5.4621892064  15.1281958057  0.0  -0.1726914563   0.0000000000   0.0000000000
   5.4763460377  15.3814472129  0.0  -0.1681738346   0.0000000000   0.0000000000
   5.4905028689  15.6328520624  0.0  -0.1645266296   0.0000000000   0.0000000000
   5.5046597001  15.8813155636  0.0  -0.1615715349   0.0000000000   0.0000000000
   5.5188165313  16.1260313565  0.0  -0.1591332031   0.0000000000   0.0000000000
   5.5329733626  16.3663704912  0.0  -0.1570593759   0.0000000000   0.0000000000
   5.5471301938  16.6018162248  0.0  -0.1552231351   0.0000000000   0.0000000000
   5.5612870250  16.8319221169  0.0  -0.1535200828   0.0000000000   0.0000000000
   5.5754438562  17.0562823797  0.0  -0.1518645716   0.0000000000   0.0000000000
   5.5896006874  17.2745087232  0.0  -0.1501862192   0.0000000000   0.0000000000
